,程度级别词语（中文）,负面评价词语（中文）,负面情感词语（中文）,正面评价词语（中文）,正面情感词语（中文）,主张词语（中文）
理所当然,0,0,0,1,0,0
完好无损,0,0,0,1,0,0
清凌凌,0,0,0,1,0,0
正点,0,0,0,1,0,0
用心,0,0,0,1,0,0
要害,0,0,0,1,0,0
着眼,0,0,0,0,1,0
浑然一体,0,0,0,1,0,0
越,1,0,0,0,0,0
一级,0,0,0,1,0,0
轻淡,0,1,0,0,0,0
仪表堂堂,0,0,0,1,0,0
飘飘欲仙,0,0,0,0,1,0
少不更事,0,1,0,0,0,0
无效,0,1,0,0,0,0
惴,0,0,1,0,0,0
凄然,0,0,1,0,0,0
锐利,0,0,0,1,0,0
哓,0,0,1,0,0,0
愚钝,0,1,0,0,0,0
雄峻,0,0,0,1,0,0
弱智,0,1,0,0,0,0
翘尾巴,0,1,0,0,0,0
在理,0,0,0,1,0,0
无缘无故,0,1,0,0,0,0
无理,0,1,0,0,0,0
令人疲倦,0,1,0,0,0,0
不错,0,0,0,1,0,0
外向,0,0,0,1,0,0
爽心,0,0,0,0,1,0
糙,0,1,0,0,0,0
花气袭人,0,0,0,1,0,0
惨苦,0,1,0,0,0,0
触目,0,0,0,0,0,1
可爱,0,0,0,1,0,0
美滋滋,0,0,0,0,1,0
懒得,0,0,1,0,0,0
海底捞月,0,1,0,0,0,0
悻悻,0,0,1,0,0,0
轻浮,0,1,0,0,0,0
烦腻,0,0,1,0,0,0
先进,0,0,0,1,0,0
不道德,0,1,0,0,0,0
奇货可居,0,0,0,1,0,0
剩余,0,1,0,0,0,0
皎洁,0,0,0,1,0,0
冷若冰霜,0,1,0,0,0,0
不满意,0,0,1,0,0,0
忧怨,0,0,1,0,0,0
星级,0,0,0,1,0,0
雍和,0,0,0,1,0,0
软弱无力,0,1,0,0,0,0
冀,0,0,0,0,1,0
均等,0,0,0,1,0,0
腐朽,0,1,0,0,0,0
骂不绝口,0,0,1,0,0,0
透,1,0,0,0,0,0
贤,0,0,0,1,0,0
丝毫,1,0,0,0,0,0
稳定,0,0,0,1,0,0
发狂,0,1,0,0,0,0
骂骂咧咧,0,0,1,0,0,0
呆头呆脑,0,1,0,0,0,0
不合情理,0,1,0,0,0,0
还礼,0,0,0,0,1,0
知情达理,0,0,0,1,0,0
脏乱差,0,1,0,0,0,0
陈,0,1,0,0,0,0
嫉,0,0,0,0,1,0
小家子气,0,1,0,0,0,0
完美,0,0,0,1,0,0
碌碌,0,1,0,0,0,0
怫然作色,0,0,1,0,0,0
邪,0,1,0,0,0,0
成事不足，败事有余,0,1,0,0,0,0
疾言厉色,0,1,0,0,0,0
锋快,0,0,0,1,0,0
酷虐,0,1,0,0,0,0
大有希望,0,0,0,1,0,0
直心眼,0,0,0,1,0,0
脸上下不来,0,0,1,0,0,0
陶陶,0,0,0,0,1,0
在心,0,0,0,0,1,0
果决,0,0,0,1,0,0
难闻,0,1,0,0,0,0
谇,0,0,1,0,0,0
犯憷,0,0,1,0,0,0
大有文章,0,0,0,1,0,0
憋,0,0,1,0,0,0
凿凿,0,0,0,1,0,0
勤奋,0,0,0,1,0,0
凋敝,0,1,0,0,0,0
枯涩,0,1,0,0,0,0
奖赏,0,0,0,0,1,0
顾惜,0,0,0,0,1,0
谧,0,0,0,1,0,0
谦恭,0,0,0,1,0,0
眼明手快,0,0,0,1,0,0
忸忸怩怩,0,1,0,0,0,0
赧,0,0,1,0,0,0
气度恢宏,0,0,0,1,0,0
谅解,0,0,1,0,0,0
萧索,0,1,0,0,0,0
舒缓,0,0,0,1,0,0
致敬,0,0,0,0,1,0
便,0,0,0,1,0,0
骇惧,0,0,1,0,0,0
嶙嶙,0,1,0,0,0,0
廉洁奉公,0,0,0,1,0,0
灵验,0,0,0,1,0,0
冬烘,0,1,0,0,0,0
轧,0,1,0,0,0,0
好使,0,0,0,1,0,0
奢糜,0,1,0,0,0,0
背后,0,1,0,0,0,0
饶恕,0,0,1,0,0,0
褒奖,0,0,0,0,1,0
欣喜若狂,0,0,0,0,1,0
有一手,0,0,0,1,0,0
一发千钧,0,1,0,0,0,0
这般,1,0,0,0,0,0
鄙薄,0,0,1,0,0,0
如鲠在喉,0,0,1,0,0,0
显明,0,0,0,1,0,0
手软,0,0,0,1,0,0
光芒万丈,0,0,0,1,0,0
恩爱,0,0,0,1,0,0
坦率,0,0,0,1,0,0
玩,0,0,1,0,0,0
国优,0,0,0,1,0,0
晕头转向,0,1,0,0,0,0
恭敬,0,0,0,1,1,0
不好过,0,0,1,0,0,0
无能,0,1,0,0,0,0
不大重要,0,1,0,0,0,0
嘉,0,0,0,1,1,0
起褶子,0,1,0,0,0,0
往心里去,0,0,1,0,0,0
敏悟,0,0,0,1,0,0
闻风丧胆,0,0,1,0,0,0
娉娉袅袅,0,0,0,1,0,0
脉脉含情,0,0,0,1,0,0
璨然,0,0,0,1,0,0
躁急,0,1,0,0,0,0
草,0,1,0,0,0,0
疏,0,0,1,0,0,0
蓬头散发,0,1,0,0,0,0
下作,0,1,0,0,0,0
婉丽,0,0,0,1,0,0
鄙夷,0,0,1,0,0,0
地道,0,0,0,1,0,0
无奢望,0,0,0,1,0,0
有滋有味,0,0,0,1,0,0
头头是道,0,0,0,1,0,0
忿忿,0,0,1,0,0,0
便利,0,0,0,1,0,0
明了,0,0,0,1,0,0
深重,0,1,0,0,0,0
亲热,0,0,0,0,1,0
静僻,0,1,0,0,0,0
轸,0,0,1,0,0,0
过了头,1,0,0,0,0,0
淡而无味,0,1,0,0,0,0
着忙,0,0,1,0,0,0
方便,0,0,0,1,0,0
闻过则喜,0,0,0,1,0,0
愚傻,0,1,0,0,0,0
排列有序,0,0,0,1,0,0
老派,0,1,0,0,0,0
左,0,1,0,0,0,0
始终如一,0,0,0,1,0,0
垂涎欲滴,0,0,0,0,1,0
鳞状,0,1,0,0,0,0
等闲视之,0,0,1,0,0,0
皮实,0,0,0,1,0,0
悲酸,0,0,1,0,0,0
风风火火,0,1,0,1,0,0
恨不得,0,0,0,0,1,0
快活,0,0,0,0,1,0
可惜,0,0,1,0,0,0
愤恨,0,0,1,0,0,0
沃,0,0,0,1,0,0
道德败坏,0,1,0,0,0,0
洋洋大观,0,0,0,1,0,0
无愧,0,0,0,0,1,0
四大皆空,0,1,0,0,0,0
心急火燎,0,0,1,0,0,0
伧俗,0,1,0,0,0,0
猥陋,0,1,0,0,0,0
猖狂,0,1,0,0,0,0
精准,0,0,0,1,0,0
变幻无常,0,1,0,0,0,0
诚朴,0,0,0,1,0,0
劣,0,1,0,0,0,0
愁,0,0,1,0,0,0
漠不关心,0,1,0,0,0,0
轻轻地,0,0,0,1,0,0
胆小如鼠,0,1,0,0,0,0
糟心,0,0,1,0,0,0
桌面儿上,0,0,0,1,0,0
人身攻击,0,0,1,0,0,0
左右为难,0,0,1,0,0,0
不清楚,0,1,0,0,0,0
得寸进尺,0,1,0,0,0,0
荒落,0,1,0,0,0,0
尽心竭力,0,0,0,1,0,0
漫无边际,0,1,0,0,0,0
实事求是,0,0,0,1,0,0
确凿,0,0,0,1,0,0
灰茫茫,0,1,0,0,0,0
旁敲侧击,0,0,1,0,0,0
落套,0,1,0,0,0,0
委婉,0,0,0,1,0,0
谬,0,1,0,0,0,0
绚丽多姿,0,0,0,1,0,0
威风凛凛,0,0,0,1,0,0
骄奢淫逸,0,1,0,0,0,0
绰约,0,0,0,1,0,0
孩子气,0,1,0,0,0,0
惹气,0,0,1,0,0,0
穷途潦倒,0,1,0,0,0,0
妇孺皆知,0,0,0,1,0,0
身手不凡,0,0,0,1,0,0
省事,0,0,0,1,0,0
毫不利己,0,0,0,1,0,0
蔫不悄儿,0,0,0,1,0,0
黠慧,0,1,0,0,0,0
提倡,0,0,0,0,1,0
水汪汪,0,0,0,1,0,0
千钧一发,0,1,0,0,0,0
挂怀,0,0,1,0,0,0
剌戾,0,1,0,0,0,0
晦,0,1,0,0,0,0
睹物思人,0,0,0,0,1,0
置之不理,0,0,1,0,0,0
硬性,0,1,0,0,0,0
缺乏绅士风度,0,1,0,0,0,0
爱恋,0,0,0,0,1,0
绝对化,1,0,0,0,0,0
痛恶,0,0,1,0,0,0
灵巧,0,0,0,1,0,0
乱了方寸,0,0,1,0,0,0
误,0,1,0,0,0,0
不宜说出口,0,1,0,0,0,0
造次,0,1,0,0,0,0
合时,0,0,0,1,0,0
斌,0,0,0,1,0,0
苒,0,0,0,1,0,0
承,0,0,0,0,1,0
亢,0,1,0,0,0,0
难上难,0,1,0,0,0,0
生拉硬拽,0,1,0,0,0,0
陌生,0,1,0,0,0,0
平安无事,0,0,0,1,0,0
颖,0,0,0,1,0,0
管用,0,0,0,1,0,0
倬,0,0,0,1,0,0
朴拙,0,0,0,1,0,0
害臊,0,0,1,0,0,0
经验不足,0,1,0,0,0,0
酥软,0,1,0,0,0,0
聒噪,0,1,0,0,0,0
秋毫无犯,0,0,0,1,0,0
荒芜,0,1,0,0,0,0
破旧,0,1,0,0,0,0
安然,0,0,0,1,0,0
木雕泥塑,0,1,0,0,0,0
油,0,1,0,0,0,0
不卫生,0,1,0,0,0,0
喜,0,0,0,0,1,0
繁杂,0,1,0,0,0,0
过分操心,0,0,1,0,0,0
恻,0,0,1,0,0,0
铮铮,0,0,0,1,0,0
卑琐,0,1,0,0,0,0
未成熟,0,1,0,0,0,0
怖,0,0,1,0,0,0
败兴,0,0,1,0,0,0
置之不顾,0,0,1,0,0,0
龌,0,1,0,0,0,0
浑俗和光,0,0,0,1,0,0
犯愁,0,0,1,0,0,0
见所未见,0,0,0,1,0,0
沸沸扬扬,0,1,0,0,0,0
胆战心惊,0,0,1,0,0,0
叹赏,0,0,0,0,1,0
淡泊名利,0,0,0,1,0,0
狂悖,0,1,0,0,0,0
蓁,0,0,0,1,0,0
穿不出去,0,1,0,0,0,0
硗瘠,0,1,0,0,0,0
兴旺,0,0,0,1,0,0
无益,0,1,0,0,0,0
整整齐齐,0,0,0,1,0,0
巴结,0,0,0,1,0,0
废旧,0,1,0,0,0,0
不周到,0,1,0,0,0,0
卖不动,0,1,0,0,0,0
双料,0,0,0,1,0,0
暗朦,0,1,0,0,0,0
木头木脑,0,1,0,0,0,0
老谋深算,0,0,0,1,0,0
气愤愤,0,0,1,0,0,0
为所欲为,0,1,0,0,0,0
土头土脑,0,1,0,0,0,0
准确无误,0,0,0,1,0,0
扬扬自得,0,0,0,0,1,0
一仍旧贯,0,1,0,0,0,0
不透气,0,1,0,0,0,0
死去活来,0,1,0,0,0,0
危如累卵,0,1,0,0,0,0
耐人寻味,0,0,0,1,0,0
愚痴,0,1,0,0,0,0
融融,0,0,0,1,1,0
油光锃亮,0,0,0,1,0,0
磕头碰脑,0,1,0,0,0,0
啷,0,1,0,0,0,0
惊愕,0,0,1,0,0,0
百不一失,0,0,0,1,0,0
想,0,0,0,0,1,1
松垮,0,1,0,0,0,0
严肃,0,1,0,1,0,0
怵头,0,0,1,0,0,0
示同意,0,0,0,0,1,0
挂,0,0,1,0,0,0
尖刻,0,1,0,0,0,0
讶然失色,0,0,1,0,0,0
踏踏实实,0,0,0,1,0,0
才略过人,0,0,0,1,0,0
乌托邦,0,1,0,0,0,0
从头至尾,0,0,0,1,0,0
荧荧,0,0,0,1,0,0
分秒必争,0,0,0,1,0,0
无可争议,0,0,0,1,0,0
怡,0,0,0,1,0,0
头等,0,0,0,1,0,0
论功行赏,0,0,0,0,1,0
千疮百孔,0,1,0,0,0,0
乌沉沉,0,1,0,0,0,0
酣畅,0,0,0,0,1,0
明面上,0,0,0,1,0,0
实心,0,0,0,1,0,0
恐惧,0,0,1,0,0,0
体态轻盈,0,0,0,1,0,0
澄澈,0,0,0,1,0,0
腐臭,0,1,0,0,0,0
斥骂,0,0,1,0,0,0
保险,0,0,0,1,0,0
厌烦,0,0,1,0,0,0
秩然不紊,0,0,0,1,0,0
窥见,0,0,0,0,0,1
无的放矢,0,1,0,0,0,0
俭,0,0,0,1,0,0
粗率,0,1,0,0,0,0
饶有兴味,0,0,0,1,0,0
骄气,0,1,0,0,0,0
照样,0,0,0,1,0,0
持异议,0,0,1,0,0,0
其实,0,0,0,1,0,0
爽直,0,0,0,1,0,0
入情入理,0,0,0,1,0,0
气概不凡,0,0,0,1,0,0
斥责,0,0,1,0,0,0
恐怖,0,1,0,0,0,0
够格,0,0,0,1,0,0
清朗,0,0,0,1,0,0
愉悦,0,0,0,0,1,0
吃醋,0,0,0,0,1,0
赏,0,0,0,0,1,0
褒,0,0,0,0,1,0
通俗,0,0,0,1,0,0
拗,0,1,0,0,0,0
璞玉浑金,0,0,0,1,0,0
眼花缭乱,0,0,0,1,0,0
黑黢黢,0,1,0,0,0,0
臭名昭彰,0,1,0,0,0,0
拉下脸,0,0,1,0,0,0
常规,0,0,0,1,0,0
天姿国色,0,0,0,1,0,0
惶遽,0,0,1,0,0,0
圆熟,0,0,0,1,0,0
本质,0,0,0,1,0,0
手快,0,0,0,1,0,0
阴凄,0,1,0,0,0,0
浅,0,1,0,1,0,0
乌烟瘴气,0,1,0,0,0,0
叫绝,0,0,0,0,1,0
不屈不挠,0,0,0,1,0,0
高价位,0,1,0,0,0,0
登峰造极,0,0,0,1,0,0
畏,0,0,1,0,1,0
伧,0,1,0,0,0,0
一成不变,0,1,0,0,0,0
蒙蒙,0,1,0,0,0,0
荒唐无稽,0,1,0,0,0,0
不堪,1,0,0,0,0,0
至关重要,0,0,0,1,0,0
隐秘,0,1,0,0,0,0
超俗绝世,0,0,0,1,0,0
嗟,0,0,0,0,1,0
友爱,0,0,0,1,0,0
恭恭敬敬,0,0,0,1,0,0
累卵,0,1,0,0,0,0
坚,0,0,0,1,0,0
狂恣,0,1,0,0,0,0
滂,0,1,0,0,0,0
反叛,0,1,0,0,0,0
文绉绉,0,0,0,1,0,0
愧,0,0,1,0,0,0
凶狂,0,1,0,0,0,0
叱责,0,0,1,0,0,0
敦实,0,0,0,1,0,0
国色天香,0,0,0,1,0,0
可塑,0,0,0,1,0,0
豪华,0,0,0,1,0,0
小有名气,0,0,0,1,0,0
臧,0,0,0,1,0,0
极度,1,0,0,0,0,0
魂牵梦系,0,0,0,0,1,0
麻木,0,1,0,0,0,0
极热心,0,0,0,0,1,0
飘洒,0,0,0,1,0,0
特许,0,0,0,0,1,0
轻捷,0,0,0,1,0,0
独具慧眼,0,0,0,1,0,0
谎,0,1,0,0,0,0
蛮不讲理,0,1,0,0,0,0
欢欢喜喜,0,0,0,0,1,0
落拓不羁,0,0,0,1,0,0
大手大脚,0,1,0,0,0,0
亲切,0,0,0,1,0,0
牙碜,0,1,0,0,0,0
来气,0,0,1,0,0,0
穷奢极欲,0,1,0,0,0,0
气头上,0,0,1,0,0,0
心灵美,0,0,0,1,0,0
不合理,0,1,0,0,0,0
放肆,0,1,0,0,0,0
不偏不倚,0,0,0,1,0,0
愁闷,0,0,1,0,0,0
糊里糊涂,0,1,0,0,0,0
惜,0,0,1,0,1,0
别有风味,0,0,0,1,0,0
金不换,0,0,0,1,0,0
心软,0,0,0,1,0,0
琐屑,0,1,0,0,0,0
一波三折,0,1,0,0,0,0
幽凄,0,0,0,1,0,0
细,0,1,0,1,0,0
寥寂,0,1,0,0,0,0
轻薄透明,0,0,0,1,0,0
认准,0,0,0,0,0,1
多才多艺,0,0,0,1,0,0
顶刮刮,0,0,0,1,0,0
悒郁,0,0,1,0,0,0
颟顸,0,1,0,0,0,0
美丽,0,0,0,1,0,0
热乎,0,0,0,1,0,0
训诫,0,0,1,0,0,0
切齿痛恨,0,0,1,0,0,0
执着,0,0,0,1,0,0
无关紧要,0,1,0,0,0,0
无依无靠,0,1,0,0,0,0
兵强马壮,0,0,0,1,0,0
魂飞魄散,0,0,1,0,0,0
潇,0,0,0,1,0,0
赤心,0,0,0,1,0,0
老弱病残,0,1,0,0,0,0
均衡,0,0,0,1,0,0
悍,0,1,0,1,0,0
非正常,0,1,0,0,0,0
腥,0,1,0,0,0,0
欢欣,0,0,0,0,1,0
别具匠心,0,0,0,1,0,0
不仁不义,0,1,0,0,0,0
万难,0,1,0,0,0,0
红旗,0,0,0,1,0,0
攻击,0,0,1,0,0,0
怅恨,0,0,1,0,0,0
刻舟求剑,0,1,0,0,0,0
中看,0,0,0,1,0,0
侈糜,0,1,0,0,0,0
偏废,0,0,1,0,0,0
罪恶昭著,0,1,0,0,0,0
不慎,0,1,0,0,0,0
着边儿,0,0,0,1,0,0
不可开交,1,0,0,0,0,0
矫捷,0,0,0,1,0,0
酸涩,0,1,0,0,0,0
利他,0,0,0,1,0,0
看不顺眼,0,0,1,0,0,0
受吃,0,0,0,1,0,0
跪拜,0,0,0,0,1,0
无动于衷,0,1,0,0,0,0
着迷,0,0,0,0,1,0
驳难,0,0,1,0,0,0
虔诚,0,0,0,1,0,0
荒凉,0,1,0,0,0,0
灭绝人性,0,1,0,0,0,0
忠良,0,0,0,1,0,0
松垮垮,0,1,0,0,0,0
有利,0,0,0,1,0,0
恍恍惚惚,0,1,0,0,0,0
凶狠,0,1,0,0,0,0
朴质,0,0,0,1,0,0
獪,0,1,0,0,0,0
得势,0,0,0,1,0,0
变化万千,0,1,0,0,0,0
赏心悦目,0,0,0,1,0,0
秀润,0,0,0,1,0,0
气乎乎,0,0,1,0,0,0
怨悔,0,0,1,0,0,0
不赞成,0,0,1,0,0,0
精致,0,0,0,1,0,0
些微,1,0,0,0,0,0
渺小,0,1,0,0,0,0
和婉,0,0,0,1,0,0
清馨,0,0,0,1,0,0
蓊,0,0,0,1,0,0
罪孽深重,0,1,0,0,0,0
不明不白,0,1,0,0,0,0
余剩,0,1,0,0,0,0
上照,0,0,0,1,0,0
一视同仁,0,0,0,1,0,0
过了气,0,1,0,0,0,0
戆,0,1,0,0,0,0
令人寒心,0,1,0,0,0,0
具有压倒性优势,0,0,0,1,0,0
豁然,0,0,0,1,0,0
有头脑,0,0,0,1,0,0
腐败堕落,0,1,0,0,0,0
僖,0,0,0,1,0,0
险恶,0,1,0,0,0,0
勇悍,0,0,0,1,0,0
愁肠百结,0,0,1,0,0,0
不过意,0,0,1,0,0,0
蹿火,0,0,1,0,0,0
赞同,0,0,0,0,1,0
挑毛病,0,0,1,0,0,0
幽冥,0,1,0,0,0,0
安安静静,0,0,0,1,0,0
不合语法,0,1,0,0,0,0
没说的,0,0,0,1,0,0
愈加,1,0,0,0,0,0
险,0,1,0,0,0,0
不合宜,0,1,0,0,0,0
貌似强大,0,1,0,0,0,0
翻天覆地,0,0,0,1,0,0
如丧考妣,0,0,1,0,0,0
畸轻畸重,0,1,0,0,0,0
悔悟,0,0,1,0,0,0
可,1,0,0,1,0,0
高标准,0,0,0,1,0,0
安然无事,0,0,0,1,0,0
沉痛,0,1,1,0,0,0
鸷悍,0,1,0,0,0,0
牵肠挂肚,0,0,0,0,1,0
卑,0,1,0,1,0,0
勇武,0,0,0,1,0,0
密,0,1,0,1,0,0
有见地,0,0,0,1,0,0
罔,0,1,0,0,0,0
茕茕孑立，形影相吊,0,1,0,0,0,0
放荡不羁,0,1,0,0,0,0
宽贷,0,0,1,0,0,0
凄惨,0,1,0,0,0,0
最高级,0,0,0,1,0,0
秀外慧中,0,0,0,1,0,0
害怕,0,0,1,0,0,0
酸刻,0,1,0,0,0,0
板滞,0,1,0,0,0,0
不切实际,0,1,0,0,0,0
全能,0,0,0,1,0,0
可歌可泣,0,0,0,1,0,0
形影相吊,0,1,0,0,0,0
枯燥乏味,0,1,0,0,0,0
水性杨花,0,1,0,0,0,0
人声嘈杂,0,1,0,0,0,0
老马识途,0,0,0,1,0,0
轻悠悠,0,0,0,1,0,0
葱茂,0,0,0,1,0,0
浮浅,0,1,0,0,0,0
从始至终,0,0,0,1,0,0
太,1,0,0,0,0,0
不详,0,1,0,0,0,0
薄情,0,1,0,0,0,0
坦诚,0,0,0,1,0,0
不过,1,0,0,0,0,0
慎,0,0,0,1,0,0
客气,0,0,0,1,0,0
浮,1,1,0,0,0,0
陋,0,1,0,1,0,0
重在,0,0,0,0,1,0
惘然,0,0,1,0,0,0
窭,0,1,0,0,0,0
急巴巴,0,0,1,0,0,0
坦,0,0,0,1,0,0
表里不一,0,1,0,0,0,0
不落窠臼,0,0,0,1,0,0
闹情绪,0,0,1,0,0,0
糖味,0,0,0,1,0,0
含情脉脉,0,0,0,1,0,0
论,0,0,0,0,0,1
欢,0,0,0,0,1,0
心宽,0,0,0,1,0,0
祭拜,0,0,0,0,1,0
才华横溢,0,0,0,1,0,0
惶然不安,0,0,1,0,0,0
梼昧,0,1,0,0,0,0
跟脚,0,0,0,1,0,0
口诛笔伐,0,0,1,0,0,0
别有情趣,0,0,0,1,0,0
萋,0,0,0,1,0,0
老当益壮,0,0,0,1,0,0
景仰,0,0,0,0,1,0
完全,1,0,0,1,0,0
藏奸,0,0,1,0,0,0
桀,0,1,0,0,0,0
咒,0,0,1,0,0,0
好说话,0,0,0,1,0,0
太平,0,0,0,1,0,0
崭,0,0,0,1,0,0
新颖,0,0,0,1,0,0
万变不离其宗,0,0,0,1,0,0
可心,0,0,0,1,0,0
岑寂,0,0,0,1,0,0
端雅,0,0,0,1,0,0
光鲜,0,0,0,1,0,0
率,0,1,0,1,0,0
凭空,0,1,0,0,0,0
啼笑皆非,0,0,1,0,0,0
娇气,0,1,0,0,0,0
害,0,1,0,0,0,0
彻头彻尾,1,0,0,0,0,0
令人恼火,0,1,0,0,0,0
贸然,0,1,0,0,0,0
生动活泼,0,0,0,1,0,0
尤,1,0,0,1,0,0
甘美,0,0,0,1,0,0
灵秀,0,0,0,1,0,0
艰难曲折,0,1,0,0,0,0
点头,0,0,0,0,1,0
认命,0,0,0,0,1,0
还要,1,0,0,0,0,0
干净,0,0,0,1,0,0
身体结实,0,0,0,1,0,0
刚劲有力,0,0,0,1,0,0
羞答答,0,0,1,0,0,0
详详细细,0,0,0,1,0,0
廉洁,0,0,0,1,0,0
腻,0,1,1,1,0,0
拉杂,0,1,0,0,0,0
婷,0,0,0,1,0,0
赤地千里,0,1,0,0,0,0
心有余悸,0,0,1,0,0,0
有品味,0,0,0,1,0,0
最佳,0,0,0,1,0,0
特异,0,0,0,1,0,0
损人利己,0,1,0,0,0,0
开阔,0,0,0,1,0,0
幸运,0,0,0,1,0,0
惇,0,0,0,1,0,0
毫不在乎,0,0,1,0,0,0
介意,0,0,1,0,0,0
难驯服,0,1,0,0,0,0
乖巧,0,0,0,1,0,0
清晰可辨,0,0,0,1,0,0
豪奢,0,1,0,0,0,0
合宜,0,0,0,1,0,0
有为,0,0,0,1,0,0
实实在在,0,0,0,1,0,0
竹篮子打水,0,1,0,0,0,0
方方正正,0,0,0,1,0,0
1254,0,0,1,0,0,0
叫真,0,0,0,1,0,0
款洽,0,0,0,1,0,0
稀里糊涂,0,1,0,0,0,0
不易,0,1,0,0,0,0
费精神,0,0,1,0,0,0
调皮,0,1,0,0,0,0
暗下,0,1,0,0,0,0
急切,0,1,0,0,0,0
醇厚,0,0,0,1,0,0
娟,0,0,0,1,0,0
语焉不详,0,1,0,0,0,0
五谷丰登,0,0,0,1,0,0
没礼貌,0,1,0,0,0,0
英武,0,0,0,1,0,0
歹,0,1,0,0,0,0
详备,0,0,0,1,0,0
忠,0,0,0,1,0,0
虚诞,0,1,0,0,0,0
厮熟,0,0,0,1,0,0
闹闹哄哄,0,1,0,0,0,0
茫,0,1,0,0,0,0
湎,0,1,0,0,0,0
难为情,0,0,1,0,0,0
细碎,0,1,0,0,0,0
端方,0,0,0,1,0,0
生气勃勃,0,0,0,1,0,0
吆五喝六,0,1,0,0,0,0
不屑,0,0,1,0,0,0
爽心悦目,0,0,0,1,0,0
洵,0,0,0,1,0,0
闷气,0,1,0,0,0,0
赤贫,0,1,0,0,0,0
愤怒,0,0,1,0,0,0
照旧,0,0,0,1,0,0
断魂,0,0,1,0,0,0
文静,0,0,0,1,0,0
闹哄哄,0,1,0,0,0,0
追悔莫及,0,0,1,0,0,0
如雷贯耳,0,0,0,1,0,0
低端,0,1,0,0,0,0
完全不重要,0,1,0,0,0,0
歉甚,0,0,1,0,0,0
大方,0,0,0,1,0,0
被动性,0,1,0,0,0,0
省力,0,0,0,1,0,0
前所未有,0,0,0,1,0,0
娆,0,1,1,1,0,0
皮相,0,1,0,0,0,0
婵媛,0,0,0,1,0,0
贼溜溜,0,1,0,0,0,0
闷郁,0,0,1,0,0,0
狠狠,0,0,0,1,0,0
惶惶然,0,0,1,0,0,0
万箭穿心,0,0,1,0,0,0
清秀,0,0,0,1,0,0
锱铢必较,0,1,0,0,0,0
申讨,0,0,1,0,0,0
无所不用其极,0,1,0,0,0,0
气昂昂,0,0,1,0,0,0
板板正正,0,0,0,1,0,0
一言堂,0,1,0,0,0,0
自惭形秽,0,0,1,0,0,0
乱哄哄,0,1,0,0,0,0
罪恶滔天,0,1,0,0,0,0
和声,0,0,0,1,0,0
不厌其详,0,0,0,1,0,0
没味,0,1,0,0,0,0
倥侗,0,1,0,0,0,0
乱腾腾,0,1,0,0,0,0
浅薄,0,1,0,0,0,0
高山流水,0,0,0,1,0,0
红,0,0,0,1,0,0
准,0,0,0,1,1,0
一无可取,0,1,0,0,0,0
蒙昧,0,1,0,0,0,0
显目,0,0,0,1,0,0
肮里肮脏,0,1,0,0,0,0
有心眼,0,0,0,1,0,0
专心致志,0,0,0,1,0,0
自由主义,0,0,0,1,0,0
无所不能,0,0,0,1,0,0
狼狈不堪,0,1,0,0,0,0
异,0,0,1,0,0,0
自命不凡,0,1,0,0,0,0
呲,0,0,1,0,0,0
灵光,0,0,0,1,0,0
自鸣得意,0,0,0,0,1,0
絮叨,0,1,0,0,0,0
愈来愈,1,0,0,0,0,0
更进一步,1,0,0,0,0,0
人和,0,0,0,1,0,0
美妙,0,0,0,1,0,0
蔼蔼,0,0,0,1,0,0
豪横,0,1,0,0,0,0
心荡神驰,0,0,0,0,1,0
阔,0,0,0,1,0,0
味道不好,0,1,0,0,0,0
败坏,0,1,0,0,0,0
重点,0,0,0,1,0,0
端直,0,0,0,1,0,0
太太平平,0,0,0,1,0,0
粗蛮,0,1,0,0,0,0
道貌岸然,0,1,0,0,0,0
碍眼,0,1,0,0,0,0
无表情,0,1,0,0,0,0
狗眼看人,0,1,0,0,0,0
使不得,0,1,0,0,0,0
不可行,0,1,0,0,0,0
一钱不值,0,1,0,0,0,0
不流行,0,1,0,0,0,0
蓬勃,0,0,0,1,0,0
知书达理,0,0,0,1,0,0
誓不两立,0,1,0,0,0,0
寡味,0,1,0,0,0,0
鄙吝,0,1,0,0,0,0
慨然,0,0,0,1,0,0
不寒而栗,0,0,1,0,0,0
主要,0,0,0,1,0,0
迷人,0,0,0,1,0,0
性急,0,1,0,0,0,0
焦灼,0,0,1,0,0,0
不堪设想,0,1,0,0,0,0
统一,0,0,0,1,0,0
死心眼儿,0,1,0,0,0,0
皆大欢喜,0,0,0,0,1,0
毫无意义,0,1,0,0,0,0
安好,0,0,0,1,0,0
最坏,0,1,0,0,0,0
晶,0,0,0,1,0,0
迷恋,0,0,0,0,1,0
驳议,0,0,1,0,0,0
轩然,0,0,0,0,1,0
仇恨,0,0,1,0,0,0
放胆,0,0,0,0,1,0
光亮,0,0,0,1,0,0
脏乱,0,1,0,0,0,0
盛赞,0,0,0,0,1,0
合理,0,0,0,1,0,0
豪放,0,0,0,1,0,0
嫉恨,0,0,1,0,0,0
牵念,0,0,1,0,0,0
老练,0,0,0,1,0,0
机械式,0,1,0,0,0,0
愠,0,0,1,0,0,0
打怵,0,0,1,0,0,0
哀戚,0,0,1,0,0,0
迎刃而解,0,0,0,1,0,0
忒,1,0,0,0,0,0
开诚布公,0,0,0,1,0,0
怫然不悦,0,0,1,0,0,0
高屋建瓴,0,0,0,1,0,0
暴虐,0,1,0,0,0,0
